ID do Procedimento;Descrição do Procedimento
40310736;Idenitificação de bactérias por método sorológico
40310434;Leishmania, pesquisa
40310299;Leptospira (campo escuro após concentração), pesquisa
40310302;Microorganismos - teste de sensibilidade a drogas MIC, por droga testada
40310370;Microsporídia, pesquisa nas fezes
40310310;Paracoccidioides, pesquisa de
40310515;Pesquisa de antígenos bacterianos
40310523;Pesquisa de antígenos entamoeba histolyca
40310329;Pneumocysti carinii, pesquisa por coloração especial
40310337;Rotavírus, pesquisa, Elisa
40310388;Sarcoptes scabei, pesquisa
40310566;Teste de sensibilidade mycobacterium cepas de bactérias
40310345;Treponema (campo escuro), pesquisa
40310353;Vacina autógena
40311236;2,5-hexanodiona, dosagem na urina
40311260;Acidez titulável
40311015;Ácido cítrico, dosagem na urina
40311023;Ácido homogentísico, pesquisa e/ou dosagem na urina
40311031;Alcaptonúria, pesquisa
40311279;Bartituratos, pesquisa e/ou dosagem na urina
40311287;Beta mercapto-lactato-disulfidúria, pesquisa na urina
40311040;Cálculos urinários, análise
40311058;Catecolaminas fracionadas - dopamina, epinefrina, norepinefrina (cada), pesquisa e/ou dosagem na urina
40311244;Cistina, pesquisa e/ou dosagem na urina
40311066;Cistinúria, pesquisa
40311295;Contagem sedimentar de Addis
40311074;Coproporfirina III, pesquisa e/ou dosagem na urina
40311082;Corpos cetônicos, pesquisa na urina
40311090;Cromatografia de açúcares na urina
40311104;Dismorfismo eritrocitário, pesquisa (contraste de fase) na urina
40311309;Eletroforese de proteínas urinárias, com concentração
40311112;Erros inatos do metabolismo baterias de testes químicos de triagem em urina (mínimo de 6 testes)
40311317;Fenilcetonúria, pesquisa
40311120;Frutosúria, pesquisa
40311139;Galactosúria, pesquisa
40311430;Hemoglobina livre na urina (amostra isolada)
40311325;Histidina, pesquisa na urina
40311333;Inclusão citomegálica, pesquisa de células com, na urina
40311147;Lipóides, pesquisa na urina
40311155;Melanina, pesquisa na urina
40311163;Metanefrinas urinárias, dosagem
40311171;Microalbuminúriam, dosagem
40311341;Mioglobina, pesquisa na urina
40311350;Osmolalidade, determinação na urina
40311180;Pesquisa ou dosagem de um componente urinário
40311198;Porfobilinogênio, pesquisa na urina
40311252;Porfobilinogênio, urina
40311201;Proteínas de Bence Jones, pesquisa na urina
40311368;Prova de concentração (Fishberg ou Volhard), na urina
40311376;Prova de diluição, na urina
40311210;Rotina de urina (caracteres físicos, elementos anormais e sedimentoscopia)
40311384;Sobrecarga de água, prova na urina
40311465;Substâncias redutoras, pesquisa (urina)
40311473;Teste de concentração urinária após DDAVP
40311392;Tirosinose, pesquisa (urina)
40311228;Uroporfirinas, dosagem na urina
40312194;Coleta de catarro induzida
40312011;Cristalização do muco cervical, pequisa
40312020;Cromatina sexual, pesquisa
40312224;Espectometria de massa em Tandem
40312070;Gastroacidograma - secreção basal para 60' e 4 amostras após o estímulo (fornecimento de material inclusive tubagem), teste
40312089;Hollander (inclusive tubagem), teste
40312232;Identificação de verme
40312046;Iontoforese para a coleta de suor, com dosagem de cloro
40312240;Isolamento de microorganismos especiais
40312267;Líquido pleural citológico
40312054;Muco-nasal, pesquisa de eosinófilos e mastócitos
40312097;Pancreozima - secretina no suco duodenal, teste
40312062;Perfil  metabólico  para  litíase  renal: sangue (Ca, P, AU, Cr) urina: (Ca, AU, P, citr, pesq. Cistina) AMP-cíclico
40312127;Perfil reumatológico (ácido úrico, eletroforese de proteínas, FAN, VHS, prova do látex P/F. R, W. Rose)
40312135;pH - tornassol, pesquisa
40312143;"Prova atividade de febre reumática (aslo, eletroforese de proteínas, muco-proteínas e proteína ""C"" reativa)"
40312151;Provas de função hepática (bilirrubinas, eletroforese de proteínas, FA, TGO, TGP e Gama-PGT)
40312100;Rotina da biles A, B, C e do suco duodenal (caracteres físicos e microscópicos inclusive tubagem)
40312178;Teste do pezinho ampliado (TSH neonatal + 17 OH progesterona + fenilalanina + Tripsina imuno-reativa + eletroforese de Hb para triagem de hemopatias)
40312160;Teste do pezinho básico (TSH neonatal + fenilalanina + eletroforese de Hb para triagem de hemopatias)
40312119;Tubagem duodenal
40313298;Ácido acético
40313018;Ácido delta aminolevulínico (para chumbo inorgânico), pesquisa e/ou dosagem
40313026;Ácido delta aminolevulínico desidratase (para chumbo inorgânico), pesquisa e/ou dosagem
40313034;Ácido fenilglioxílico (para estireno), pesquisa e/ou dosagem
40313042;Ácido hipúrico (para tolueno), pesquisa e/ou dosagem
40313050;Ácido mandélico (para estireno), pesquisa e/ou dosagem
40313301;Ácido metil malônico, pesquisa e/ou dosagem
40313069;Ácido metilhipúrico (para xilenos), pesquisa e/ou dosagem
40313077;Ácido salicílico, pesquisa e/ou dosagem
40313085;Azida sódica, teste da (para deissulfeto de carbono)
40313093;Carboxihemoglobina (para monóxido de carbono diclorometano), pesquisa e/ou dosagem
40313107;Chumbo, dosagem
40313115;Colinesterase (para carbamatos  organofosforados), dosagem
40313123;Coproporfirinas (para chumbo inorgânico), pesquisa e/ou dosagem
40313310;Cromo, pesquisa e/ou dosagem
40313131;Dialdeído malônico, pesquisa e/ou dosagem
40313140;Etanol, pesquisa e/ou dosagem
40313158;Fenol (para benzeno, fenol), pesquisa e/ou dosagem
40313166;Flúor (para fluoretos), pesquisa e/ou dosagem
40313174;Formoldeído, pesquisa e/ou dosagem
40313182;Meta-hemoglobina (para anilina nitrobenzeno), pesquisa
40313190;Metais Al, As, Cd, Cr, Mn, Hg, Ni, Zn, Co, outro (s) absorção atômica (cada), pesquisa e/ou dosagem
40313204;Metanol, pesquisa e/ou dosagem
40313344;Metil Etil Cetona, pesquisa e/ou dosagem
40313212;P-aminofenol (para anilina), pesquisa e/ou dosagem
40313220;P-nitrofenol (para nitrobenzeno), pesquisa e/ou dosagem
40313239;Protoporfirinas livres (para chumbo inorgânico), pesquisa e/ou dosagem
40313247;Protoporfirinas Zn (para chumbo inorgânico), pesquisa e/ou dosagem
40313336;Salicilatos, pesquisa
40313255;Selênio, dosagem
40313263;Sulfatos orgânicos ou inorgânicos, pesquisa (cada)
40313271;Tiocianato (para cianetos  nitrilas alifáticas), pesquisa e/ou dosagem
40313280;Triclorocompostos totais (para tetracloroetileno, tricloroetano, tricloroetileno), pesquisa e/ou dosagem
40313328;Zinco, pesquisa e/ou dosagem
40314260;Amplificação de material por biologia molecular (outros agentes)
40314014;Apolipoproteína E, genotipagem
40314243;Chlamydia por biologia molecular, pesquisa
40314537;Chlamydia, amplificação de DNA por PCR
40314251;Citogenética de medula óssea
40314022;Citomegalovírus - qualitativo, por PCR, pesquisa
40314030;Citomegalovírus - quantitativo, por PCR
40314049;Cromossomo philadelfia, pesquisa
40314359;Epstein BARR vírus por PCR
40314057;Fator V de layden por PCR, pesquisa
40314065;Fibrose cística, pesquisa de uma mutação
40314073;Hepatite B (qualitativo) PCR, pesquisa
40314081;Hepatite B (quantitativo) PCR, pesquisa
40314111;Hepatite C - genotipagem, pesquisa
40314090;Hepatite C (qualitativo) por PCR, pesquisa
40314103;Hepatite C (quantitativo) por PCR
40314413;Hepatite C (quantitativo) por TMA
40314120;HIV - carga viral PCR, pesquisa
40314138;HIV - qualitativo por PCR, pesquisa
40314502;HIV amplificação do DNA por PCR
40314146;HIV, genotipagem, pesquisa
40314430;HLA B27, genotipagem
40314154;HPV (vírus do papiloma humano) + subtipagem quando necessário PCR,  pesquisa
40314448;HPV oncoproteínas virais E6/E7, pesquisa
40314162;HTLV I / II por PCR (cada), pesquisa
40314588;Identificação multiplex por PCR painel com 26 a 40 agentes
40314570;Identificação multiplex por PCR painel com até 25 agentes
40314170;Mycobactéria PCR, pesquisa
40314545;Mycobatéria, amplificação de DNA por PCR
40314189;Parvovírus por PCR, pesquisa
40314626;PCR em tempo real para vírus influenza A e B
40314634;PCR em tempo real para vírus sincicial respiratório
40314286;Pesquisa de mutação de alelo específico por PCR
40314278;Pesquisa de outros agentes por PCR
40314197;Proteína S total + livre, dosagem
40314308;Quantificação de outros agentes por PCR
40314596;Quantificação de TRECs e KRECs
40314294;Resistência a agentes antivirais por biologia molecular (cada droga), pesquisa
40314200;Rubéola por PCR, pesquisa
40314219;Sífilis por PCR, pesquisa
40314600;Teste molecular para nódulos de tireoide por perfil de microRNA (miRNA), por nódulo
40314227;Toxoplasmose por PCR, pesquisa
40314561;Vírus Zika por PCR
40314235;X frágil por PCR, pesquisa
40325016;Teste SARS-COV-2 (Coronavírus COVID-19), teste rápido para anticorpos totais, IgM ou IgG, IgM e IgG
40325024;Teste SARS-COV-2 (Coronavírus COVID-19), teste rápido para detecção de antígeno por POCT
40401057;Aférese para paciente ABO incompatível
40401030;Exsanguíneo  transfusão
40401014;Transfusão (ato médico ambulatorial ou hospitalar)
40401022;Transfusão (ato médico de acompanhamento)
40401049;Transfusão fetal intra-uterina
40402118;Deleucotização de unidade de concentrado de hemácias - por unidade
40402126;Deleucotização de unidade de concentrado de plaquetas - até 6 unidades
40402142;Deleucotização de unidade de concentrado de plaquetas - entre 7 e 12 unidades
40402207;Depleção de plasma em Transplante de Células-Tronco Homopoéticas alogênicos com incompatibilidade ABO menor
40402134;Irradiação de componentes hemoterápicos
40402010;Material descartável (kit) e soluções para utilização de processadora automática de sangue / auto transfusão intra-operatória
40402029;Material descartável (kit) e soluções para utilização de processadora automática de sangue/aférese
40402231;Material descartável contendo kit para sistema integrado de FEC e solução fotossensibilizante
40402185;Operação de processadora automática de sangue em aférese
40402193;Operação de processadora automática de sangue em autotransfusão intra-operatória
40402223;Operação de procssadora de sangue em fotoaférese extra corpórea (FEC)
40402037;Sangria terapêutica
40402215;Sedimentação de hemácias em Transplante de Células-Tronco Hematopoéticas (TCTH) alogênicos com incompatibilidade ABO maior
40402150;Unidade de concentrado de granulócitos
40402045;Unidade de concentrado de hemácias
40402053;Unidade de concentrado de hemácias lavadas
40402061;Unidade de concentrado de plaquetas por aférese
40402070;Unidade de concentrado de plaquetas randômicas
40402088;Unidade de crioprecipitado de fator anti-hemofílico
40402096;Unidade de plasma
40403017;Acompanhamento hospitalar/dia do transplante de medula óssea por médico hematologista e/ou hemoterapeuta
40404048;Análise HLA doador - VNTR ou STR - pré-transplante
40404056;Análise HLA paciente - VNTR ou STR - pré-transplante
40404064;Análise quimerismo receptor - VNTR ou STR - pós-transplante
40403025;Anticorpos eritrocitários naturais e imunes - titulagem
40404030;Antigenemia para diagnóstico de CMV pós-transplante
40403033;Aplicação de medula óssea ou células tronco
40403068;Coleta de biópsia de medula óssea por agulha
40403041;Coleta de células tronco de sangue de cordão umbilical para transplante de medula óssea
40403050;Coleta de células tronco por processadora automática para transplante de medula óssea - por procedimento de aféreses
40404072;Coleta de linfócitos de sangue periférico por aférese para tratamento de recidivas pós-Transplante de Células-Tronco Hematopoéticas (TCTH) alogênico - por procedimento
40403076;Coleta de medula óssea para transplante - por procedimento
40404552;Controle bacteriológico para concentrado de plaquetas
40404080;Controle microbiológico da medula óssea no Transplante de Células-Tronco Hematopoéticas (TCTH) alogênico
40404099;Controle microbiológico das células tronco periféricas no Transplante de Células-Tronco Hematopoéticas (TCTH) alogênico
40403084;Determinação de células CD34, CD45 positivas - Citômetro de Fluxo
40403920;Determinação do fator RH (D), incluindo prova para D-fraco no sangue do receptor - em tubo
40403947;Doação autóloga peri-operatória por hemodiluição normovolêmica
40403955;Doação autóloga pré-operatória
40403106;Eletroforese de hemoglobina por componente hemoterápico
40403912;Estimulação e mobilização de células CD34 positivas - para doador e paciente (mobilização)
40403149;Fenotipagem de outros sistemas eritrocitários - por fenótipo - gel teste
40403130;Fenotipagem de outros sistemas eritrocitários que não ABO - por antígeno - em tubo
40403157;Fenotipagem do sistema RH-HR (D, C, E, C E C) gel teste
40403165;Fenotipagem do sistema RH-HR (D, C, E, C, E)
40403173;Grupo sanguíneo ABO e RH
40403181;Grupo sanguíneo ABO e RH - gel teste
40404579;Identificação de anticorpos anti-eritrocitários a frio em gel
40403190;Identificação de anticorpos séricos irregulares antieritrocitários - método de eluição
40403203;Identificação de anticorpos séricos irregulares antieritrocitários - painel de hemácias enzimático - em tubo
40403211;Identificação de anticorpos séricos irregulares antieritrocitários com painel de hemácias
40403238;Identificação de anticorpos séricos irregulares antieritrocitários com painel de hemácias - gel liss
40403220;Identificação de anticorpos séricos irregulares antieritrocitários com painel de hemácias tratadas por enzimas - em gel
40403246;Imunofenotipagem de subpopulações linfocitárias - Citômetro de Fluxo
40403254;Imunofenotipagem para classificação de leucemias - Citômetro de Fluxo
40403980;Investigação da presença de anti-A ou anti-B, em soro ou plasma de neonato, come métodos que incluam uma fase antiglobulínica
40403890;NAT/HBV - por componente hemoterápico
40403262;NAT/HCV por componente hemoterápico
40403289;NAT/HIV por componente hemoterápico
40404110;PCR em tempo real para diagnóstico de adenovírus
40404129;PCR em tempo real para diagnóstico de EBV - pós-transplante
40404137;PCR em tempo real para diagnóstico de Herpes vírus 6 - pós-transplante
40404145;PCR em tempo real para diagnóstico de Herpes vírus 8 - pós-transplante
40404153;PCR em tempo real para os vírus parainfluenza e influenza (cada)
40404161;PCR em tempo real para vírus respiratório sincicial
40403335;Pesquisa de anticorpos séricos antieritrocitários, anti-A e/ou anti-B - em tubo
40403327;Pesquisa de anticorpos séricos antieritrocitários, anti-A e/ou anti-B - gel teste
40403343;Pesquisa de anticorpos séricos irregulares antieritrocitários - em tubo
40403351;Pesquisa de anticorpos séricos irregulares antieritrocitários - gel teste
40403360;Pesquisa de anticorpos séricos irregulares antieritrocitários - método de eluição - em tubo
40404560;Pesquisa de anticorpos séricos irregulares antieritrocitários - método de eluição - gel teste
40403378;Pesquisa de anticorpos séricos irregulares antieritrocitários a frio - em tubo 
40403386;Pesquisa de hemoglobina S por componente hemoterápico - gel teste
40403408;Prova de compatibilidade pré-transfusional completa - em tubo 
40403416;Prova de compatibilidade pré-transfusional completa - gel teste
40404196;Quantificação de CD3  da coleta de células tronco periféricas para Transplante de Células-Tronco Hematopoéticas (TCTH) alogênico
40404200;Quantificação de CD3  da coleta de linfócitos para tratamento de recidivas pós-Transplante de Células-Tronco Hematopoéticas (TCTH) alogênico
40404218;Quantificação de CD4 da coleta de células tronco periféricas para Transplante de Células-Tronco Hematopoéticas (TCTH) alogênico
40404226;Quantificação de CD8 da coleta de células tronco periféricas para Transplante de Células-Tronco Hematopoéticas (TCTH) alogênico
40404234;Quantificação de leucócitos totais da coleta de células tronco periféricas para Transplante de Células-Tronco Hematopoéticas (TCTH) alogênico
40404242;Quantificação de leucócitos totais da Medula Óssea no Transplante de Células-Tronco Hematopoéticas (TCTH) alogênico
40403424;S. Anti-HTLV-I + HTLV-II (determinação conjunta) por componente hemoterápico
40403440;S. Chagas EIE por componente hemoterápico
40403629;S. Chagas HA por componente hemoterápico
40403645;S. Chagas IFI por componente hemoterápico
40403661;S. Hepatite B (HBsAg) RIE ou EIE por componente hemoterápico
40403467;S. Hepatite B anti-HBC por componente hemoterápico
40403483;S. Hepatite C anti-HCV por componente hemoterápico
40403505;S. HIV EIE por componente hemoterápico
40403521;S. Malária IFI por componente hemoterápico
40403548;S. Sífilis EIE por componente hemoterápico
40403564;S. Sífilis FTA - ABS por componente hemoterápico
40403580;S. Sífilis HA por componente hemoterápico
40403602;S. Sífilis VDRL por componente hemoterápico
40403688;Teste de Coombs direto - em tubo
40403696;Teste de Coombs direto - gel teste
40403700;Teste de Coombs direto - mono específico (IgG, IgA, C3, C3D, Poliv. - AGH) - gel teste
40403718;Teste de Coombs indireto - mono específico (IgG, IgA, C3, C3D, Poliv. - AGH) - gel teste
40403726;TMO - congelamento de medula óssea ou células tronco periféricas - por procedimento
40403742;TMO - descongelamento de medula óssea ou células tronco
40403750;TMO - determinação de HLA   transplantes de medula óssea - loci DR e DQ (alta resolução)
40403769;TMO - determinação de HLA para transplantes de medula óssea - loci A e B
40403777;TMO - determinação de HLA para transplantes de medula óssea - loci DR e DQ (baixa resolução)
40403785;TMO - determinação de unidades formadoras de colônias
40403793;TMO - determinação de viabilidade de medula óssea - por azul tripan
40403807;TMO - manutenção de congelamento de medula óssea ou células tronco - por ano de estocagem
40403815;TMO - preparo de medula óssea ou células tronco periféricas para congelamento - por procedimento
40403823;TMO - preparo e filtração de medula óssea ou células tronco na coleta - por procedimento 
40403831;"TMO - tratamento ""in vitro"" de medula óssea ou células tronco por anticorpos monoclonais (purging)(4) - por procedimento"
40404277;Viabilidade celular da medula óssea por citometria de fluxo após o descongelamento
40404285;Viabilidade celular das células tronco periféricas por citometria de fluxo após o descongelamento
40404269;Viabilidade celular dos linfócitos periféricos por citometria de fluxo para tratamento das recidivas pós-Transplante de Células-Tronco Hematopoéticas (TCTH) alogênico
40501019;Cariótipo com bandas de pele, tumor e demais tecidos
40501027;Cariótipo com pesquisa de troca de cromátides irmãs
40501035;Cariótipo com técnicas de alta resolução
40501043;Cariótipo de medula (técnicas com bandas)
40501051;Cariótipo de sangue (técnicas com bandas)
40501221;Cariótipo de sangue (técnicas com bandas) - Análise de 50 células para detecção de mosaicismo
40501060;Cariótipo de sangue obtido por cordocentese pré-natal
40501078;Cariótipo de sangue-pesquisa de marcadores tumorais
40501086;Cariótipo de sangue-pesquisa de sítio frágil X
40501094;Cariótipo em vilosidades coriônicas (cultivo de trofoblastos)
40501108;Cariótipo para pesquisa de instabilidade cromossômica
40501116;Cromatina X ou Y
40501124;Cultura de material de aborto e obtenção de cariótipo
40501132;Cultura de tecido para ensaio enzimático e/ou extração de DNA
40501140;Diagnóstico genético pré-implantação por fish, por sonda
40501205;Estudo de alterações cromossômicas em leucemias por FISH (Fluorescence In Situ Hybridization)
40501159;Fish em metáfase ou núcleo interfásico, por sonda
40501167;Fish pré-natal, por sonda
40501175;Líquido amniótico, cariótipo com bandas
40501183;Líquido amniótico, vilosidades coriônicas, subcultura para dosagens bioquímicas e/ou moleculares (adicional)
40501213;Pesquisa de Translocação PML/RAR-a
40501191;Subcultura de pele para dosagens bioquímicas e/ou moleculares (adicional)
40502058;Determinação do risco fetal, com elaboração de laudo
40502180;Dosagem quantitativa de ácidos graxos de cadeia muito longa  para o diagnóstico de EIM
40502236;Dosagem quantitativa de ácidos orgânicos para o diagnóstico de erros inatos do metabolismo (perfil de ácidos orgânicos numa amostra)
40502074;Dosagem quantitativa de aminoácidos para o diagnóstico de erros inatos do metabolismo (perfil de aminoácidos numa amostra)
40502171;Dosagem quantitativa de carnitina e perfil de acilcarnitina, para o diagnóstico de erros inatos do metabolismo
40502082;Dosagem quantitativa de metabólitos na urina e/ou sangue para o diagnóstico de erros inatos do metabolismo (cada)
40502198;Dosagem quantitativa de metabólitos por cromatografia / espectrometria de massa  (CG/MS ou HPLC/MS ) para o diagnóstico de EIM
40502201;Dosagem quantitativa de metabólitos por espectrometria de massa ou espectrometria de massa em TANDEM (MS OU MS/MS) para o diagnóstico de EIM
40502090;Eletroforese ou cromatografia (papel ou camada delgada) para identificação de aminoácidos ou glicídios ou oligossacarídios ou sialoligossacarídios glicosaminoglicanos ou outros compostos para detecção de erros inatos do metabolismo (cada)
40502104;Ensaios enzimáticos em células cultivadas para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502112;Ensaios enzimáticos em leucócitos, eritrócitos ou tecidos para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502120;Ensaios enzimáticos no plasma para diagnóstico de EIM, incluindo enzima de referência (cada)
40502015;Marcadores bioquímicos extras, além de BHCG, AFP e PAPP-A, para avaliação do risco fetal, por marcador, por amostra
40502228;Rastreamento neonatal para o diagnósitco de EIM e outras doenças
40502210;Terapia de reposição enzimática por infusão endovenosa, por procedimento 
40502139;Teste duplo - 1 trimestre (PAPP-A+Beta-HCG) ou outros 2 em soro ou líquido aminiótico com elaboração de laudo contendo cálculo de risco para anomalias fetais
40502147;Teste duplo - 2 trimestre (AFP+Beta-HCG) ou outros 2 em soro ou líquido aminiótico com elaboração de laudo contendo cálculo de risco para anomalias fetais
40502155;Teste triplo (AFP+Beta-HCG+Estriol) ou outros 3 em soro ou líquido aminiótico com elaboração de laudo contendo cálculo de risco para anomalias fetais
40502163;Testes químicos de triagem em urina para erros inatos do metabolismo (cada)
40503143;Amplificação do material genético (por PCR, PCR em tempo Real, LCR, RT-PCR ou outras técnicas), por primer utilizado, por amostra
40503011;Análise de DNA com enzimas de restrição por enzima utilizada, por amostra
40503020;Análise de DNA fetal por enzima de restrição, por enzima utilizada, por amostra
40503160;Análise de DNA pela técnica de Southern Blot, por sonda utilizada, por amostra
40503046;Análise de DNA pela técnica multiplex por locus extra, por amostra
40503054;Análise de DNA pela técnica multiplex por locus, por amostra
40503151;Análise de DNA por MLPA, por sonda de DNA utilizada, por amostra
40503224;Análise de expressão gênica por locus, por amostra, por CGH array, SNP array ou outras técnicas
40503887;Captura/Amplificação e subsequente sequenciamento de regiões genômicas DE 1 MEGABASE A 30 MEGABASES DE DNA TUMORAL PARA ANÁLISE DE MUTAÇÕES SOMÁTICAS por qualquer técnica de sequenciamento (Sanger ou qualquer forma de sequenciamento de nova geração – NGS) (valoração a ser definida)
40503879;Captura/Amplificação e subsequente sequenciamento de regiões genômicas DE 20 KILOBASES A 1 MEGABASE DE DNA TUMORAL PARA ANÁLISE DE MUTAÇÕES SOMÁTICAS por qualquer técnica de sequenciamento (Sanger ou qualquer forma de sequenciamento de nova geração – NGS) 
40503860;Captura/Amplificação e subsequente sequenciamento de regiões genômicas DE ATÉ 20 KILOBASES DE DNA TUMORAL PARA ANÁLISE DE MUTAÇÕES SOMÁTICAS por qualquer técnica de sequenciamento (Sanger ou qualquer forma de sequenciamento de nova geração – NGS) 
40503895;"Captura/Amplificação e subsequente sequenciamento de regiões genômicas DE MAIS DE 30 MEGABASES DE DNA TUMORAL PARA ANÁLISE DE MUTAÇÕES SOMÁTICAS por qualquer técnica de sequenciamento (Sanger ou qualquer forma de sequenciamento de nova geração – NGS); INCLUI EXOMA TUMORAL "
40503208;Coloração de gel e Fotodocumentação da análise molecular, por amostra
40503941;Detecção  de  anticorpo  IgG  anti-HTLV-1/2  no  líquido  cefalorraquidiano  (LCR)
40503232;Detecção pré-natal ou pós-natal de alterações cromossômicas submicroscópicas reconhecidamente causadoras de síndrome de genes contíguos, por FISH, qPCR ou outra técnica, por locus, por amostra
40503070;Diagnóstico genético pré-implantação por DNA, por sonda de FISH ou por primer de PCR, por amostra
40503089;Extração de DNA (osso), por amostra
40503127;Extração, purificação e quantificação de ácido nucléico de qualquer tipo de amostra biológica, por amostra
40503100;Identificação de mutação por sequenciamento do DNA, por 100 pares de base sequenciadas, por amostra
40503216;Interpretação e elaboração do laudo da análise genética, por amostra
40503950;Painel multiplex infeccioso no líquor - painel com até 25 agentes
40503119;Processamento de qualquer tipo de amostra biológica para estabilização do ácido nucléico, por amostra
40503178;Produção de DOT/SLOT-BLOT, por BLOT, por amostra
40503909;Quantificação  de  proteína  beta  amilóide-42,  no  líquido  cefalorraquidiano  (LCR)
40503925;Quantificação  de  proteína  Tau-fosforilada,  no  líquido  cefalorraquidiano  (LCR)
40503917;Quantificação de carga viral HIV-1 (HIV RNA) no líquido cefalorraquidiano (LCR)
40503933;Quantificação de proteína Tau-Total, no líquido cefalorraquidiano (LCR)
40503194;Rastreamento de exon mutado (por gradiente de desnaturação ou conformação de polimorfismo de fita simples ou RNAse ou Clivagem Química ou outras técnicas) para identificação de fragmento mutado, por fragmento analisado, por amostra
40503240;Rastreamento pré-natal ou pós-natal de todo o genoma para  identificar alterações cromossômicas submicroscópicas por CGH-array ou SNP-array ou outras técnicas, por clone ou oligo utilizado, por amostra
40503186;Separação do material genético por eletroforese capilar ou em gel (agarose, acrilamida), por gel utilizado, por amostra
40503135;Transcrição reversa de RNA, por amostra
40503259;Validação pré-natal ou pós-natal de alteração cromossômica submicroscópica detectada no Rastreamento genômico, por FISH ou qPCR ou outra técnica, por locus, por amostra
40601102;Ato de coleta de PAAF de órgãos ou estruturas profundas com deslocamento do patologista
40601080;Ato de coleta de PAAF de órgãos ou estruturas profundas sem deslocamento do patologista
40601099;Ato de coleta de PAAF de órgãos ou estruturas superficiais com deslocamento do patologista
40601072;Ato de coleta de PAAF de órgãos ou estruturas superficiais sem deslocamento do patologista
40601340;Citólogico em líquido ascético
40601358;Citológico em líquido pericárdio
40601366;Citológico em líquido sinovial
40601374;Citológico em outros materiais
40601269;Coloração especial por coloração
40601382;DNA citometria de fluxo para na – outros materiais
40601390;Imprint de gânglio
40601404;Imprint de medula óssea
40601439;Instabilidade de microssatélites (MSI), detecção por PCR, bloco de parafina
40601064;Microscopia eletrônica
40601048;Necrópsia de adulto/criança e natimorto com suspeita de anomalia genética
40601056;Necrópsia de embrião/feto até 500 gramas
40601323;Procedimento diagnóstico citopatológico em meio líquido
40601129;Procedimento diagnóstico citopatológico oncótico de líquidos e raspados cutâneos
40601242;Procedimento diagnóstico em amputação de membros - causa oncológica
40601234;Procedimento diagnóstico em amputação de membros - sem causa oncológica
40601110;"Procedimento diagnóstico em biópsia simples ""imprint"" e ""cell block"""
40601161;Procedimento diagnóstico em citologia hormonal isolada
40601145;Procedimento diagnóstico em citologia hormonal seriado
40601307;Procedimento diagnóstico em citometria de fluxo (por monoclonal pesquisado)
40601315;Procedimento diagnóstico em citometria de imagens
40601137;Procedimento diagnóstico em citopatologia cérvico-vaginal oncótica
40601196;Procedimento diagnóstico em fragmentos múltiplos de biópsias de mesmo órgão ou topografia, acondicionados em um mesmo frasco
40601226;Procedimento diagnóstico em grupos de linfonodos, estruturas vizinhas e margens de peças anatômicas simples ou complexas (por margem) - máximo de três margens
40601277;Procedimento diagnóstico em imunofluorescência
40601250;Procedimento diagnóstico em lâminas de PAAF até 5
40601285;"Procedimento diagnóstico em painel de hibridização ""in situ"""
40601170;Procedimento diagnóstico em painel de imunoistoquímica (duas a cinco reações)
40601200;Procedimento diagnóstico em peça anatômica ou cirúrgica simples
40601218;Procedimento diagnóstico em peça cirúrgica ou anatômica complexa
40601188;Procedimento diagnóstico em reação imunoistoquímica isolada
40601153;Procedimento diagnóstico em revisão de lâminas ou cortes histológicos seriados
40601021;Procedimento diagnóstico peroperatório - peça adicional ou margem cirúrgica
40601030;Procedimento diagnóstico peroperatório com deslocamento do patologista
40601013;Procedimento diagnóstico peroperatório sem deslocamento do patologista
40601293;Procedimento diagnóstico por captura híbrida
40701018;Angiografia radioisotópica
40701026;Cintilografia com hemácias marcadas
40701034;Cintilografia do miocárdio com duplo isótopo (perfusão + viabilidade)
40701042;Cintilografia do miocárdio com FDG-18 F, em câmara híbrida
40701050;Cintilografia do miocárdio necrose (infarto agudo)
40701131;Cintilografia do miocárdio perfusão - estresse farmacológico
40701140;Cintilografia do miocárdio perfusão - estresse físico
40701069;Cintilografia do miocárdio perfusão - repouso
40701077;Cintilografia sincronizada das câmaras cardíacas - esforço
40701085;Cintilografia sincronizada das câmaras cardíacas - repouso
40701093;Fluxo sanguíneo das extremidades
40701107;"Quantificação de ""shunt"" da direita para a esquerda"
40701115;"Quantificação de ""shunt"" periférico"
40701123;Venografia radioisotópica
40702014;Cintilografia das glândulas salivares com ou sem estímulo
40702022;Cintilografia do fígado e do baço
40702030;Cintilografia do fígado e vias biliares
40702049;Cintilografia para detecção de hemorragia digestória ativa
40702057;Cintilografia para detecção de hemorragia digestória não ativa
40702065;Cintilografia para determinação do tempo de esvaziamento gástrico
40702073;Cintilografia para estudo de trânsito esofágico (líquidos)
40702081;Cintilografia para estudo de trânsito esofágico (semi-sólidos)
40702090;Cintilografia para pesquisa de divertículo de Meckel
40702103;Cintilografia para pesquisa de refluxo gastro-esofágico
40702111;Fluxo sanguíneo hepático (qualitativo e quantitativo)
40703010;Cintilografia da tireóide e/ou captação (iodo - 123)
40703029;Cintilografia da tireóide e/ou captação (iodo - 131)
